Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Masterpiece,"Bonsai > *Rumney > New Hampshire",https://www.mountainproject.com/route/105878204/masterpiece,3.1,-1,Sport,5.10a,1,,43.80288,-71.83926
"LaCholla Jackson","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105753220/lacholla-jackson,3.1,-1,Sport,5.8+,1,75,38.63213,-105.22238
"Oby-won Ryobi","Darth Vader > *Rumney > New Hampshire",https://www.mountainproject.com/route/105906887/oby-won-ryobi,3.1,-1,Sport,5.9+,1,,43.80352,-71.8404
Cocopuss,"Coco Crag > 01-Calico Basin > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105942208/cocopuss,3.1,-1,Sport,5.10-,1,80,36.14617,-115.42225
"JT's Route","(3) Phoenix > (m) Smith Rock Group > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105812559/jts-route,3.1,-1,Sport,5.10b,1,80,44.36399,-121.14633
"Uncle Ho","(g) Slander Sector > Riverside Quarry > Inland Empire > California",https://www.mountainproject.com/route/108574267/uncle-ho,3.3,-1,Sport,5.10b,1,100,34.0169,-117.4166
Ricochet,"Pistol Whipped Wall > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/105813004/ricochet,3.1,-1,Sport,5.10a,1,60,34.3084,-116.8789
B-B-Buttress,"The Northwest Territories > *Rumney > New Hampshire",https://www.mountainproject.com/route/106147475/b-b-buttress,3.1,-1,Sport,5.9+,1,,43.80478,-71.84537
"Toxxxic Entertainment","Spiney Ridge > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105759594/toxxxic-entertainment,3.1,-1,Sport,5.10a,1,65,38.6307,-105.2178
"Fish-eyed Fool","The Sanford Wall > Foster Falls > Tennessee",https://www.mountainproject.com/route/105932718/fish-eyed-fool,3.1,-1,Sport,5.10b,1,70,35.17696,-85.68402
Solitaire,"Borneo > South Seas > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105714740/solitaire,3.1,-1,Sport,5.7,1,100,43.8864,-103.467
"Cry Baby","(k) The Dihedrals > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105802285/cry-baby,3.1,-1,Sport,5.8+,1,180,44.3665,-121.14564
"Glass Ocean","Glass Ocean and Environs > Big Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105739934/glass-ocean,3.1,-1,Sport,5.8+,1,110,40.61981,-111.74575
"Uncensored Society","Watchtower Tiers > The Watchtower > Ferguson Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/106021705/uncensored-society,3.1,-1,Sport,5.10b,1,70,40.61023,-111.78817
"Crynoid Corner","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105753616/crynoid-corner,3.0,-1,Sport,5.7,1,75,38.63213,-105.22238
Gouda,"Swiss Wall > Jacks Canyon > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona",https://www.mountainproject.com/route/105828278/gouda,3.1,-1,Sport,5.9,1,70,34.75327,-111.06506
1057,"Yellow Pine > Mount Charleston > Southern Nevada > Nevada",https://www.mountainproject.com/route/106504520/1057,3.6,-1,Sport,5.10b,1,55,36.27202,-115.67183
"Mystery Achievement","Super Hits - Bloody Fingers > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/107682572/mystery-achievement,3.1,-1,Sport,5.7,1,110,42.08728,-113.72925
"African Herbman","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105968114/african-herbman,3.1,-1,Sport,5.8,1,55,36.00881,-93.29549
"Take Your Hat Off","Cowboy Poetry > The Main Wall > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/105851716/take-your-hat-off,3.1,-1,Sport,5.10b,1,60,42.58499,-108.73151
"Wendy's Jugs","Whippoorwill > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107554557/wendys-jugs,3.1,-1,Sport,5.7,1,40,38.2338,-80.8552
"Manic Impression","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105866451/manic-impression,3.1,-1,Sport,5.10a,1,95,37.8029,-83.5762
"Made In The Shade","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106210224/made-in-the-shade,3.0,-1,Sport,5.9-,1,125,39.75032,-105.2478
"Mineral Museum","The Crystal Tower > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105749800/mineral-museum,3.1,-1,"Trad, Sport",5.9,1,75,39.74004,-105.41469
"La Vaca Peligrosa","Right Side > OK Corral > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/105869766/la-vaca-peligrosa,3.1,-1,Sport,5.8,1,,42.573,-108.7155
"Frequent Flatulence","New Vice Area > Barn Bluff (Red Wing) > Minnesota",https://www.mountainproject.com/route/105825974/frequent-flatulence,3.1,-1,Sport,5.10b,1,50,44.56993,-92.5238
"Fine Nine","C. Lovely Tower > C. North Falls > *Jackson Falls > Illinois",https://www.mountainproject.com/route/106039565/fine-nine,3.1,-1,Sport,5.9,1,55,37.50635,-88.68311
"Persistent Vegetative State","Little Eiger > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105764160/persistent-vegetative-state,3.0,-1,Sport,5.10a/b,1,115,39.7432,-105.2991
"Badass Tattoo","Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106418047/badass-tattoo,3.1,-1,Sport,5.10b,1,90,38.10049,-81.09596
"Coyotes at Sunset","Coyote Crag > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/105805473/coyotes-at-sunset,3.0,-1,Sport,5.8,1,70,34.3078,-116.8781
"Three Little Birds","C. Middle and West Walls > C. Lower Tier > Tiers of Zion > Lookout Mountain Road > Golden > Colorado",https://www.mountainproject.com/route/110230055/three-little-birds,3.0,-1,Sport,5.9,1,65,39.74393,-105.24208
Oompa,"Chocolate Factory > Bald Rock Recreational Preserve (BRRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106782060/oompa,3.0,-1,Sport,5.10a/b,1,60,37.64919,-83.71343
"Three-Quarter Ton","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105809702/three-quarter-ton,3.1,-1,Sport,5.10b/c,1,80,38.63213,-105.22238
Mockery,"Five and Dime Cliff > p. Reed's Pinnacle Area > Lower Merced River Canyon > Yosemite National Park > California",https://www.mountainproject.com/route/105974243/mockery,3.0,-1,Sport,5.8,1,70,37.7229,-119.69923
"Barbecue The Pope","Christian Brothers - East Side > (l) Christian Brothers > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105818791/barbecue-the-pope,3.0,-1,Sport,5.10b,1,80,44.36598,-121.14688
"Machine Gun Jumblies","Gotham City > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106815881/machine-gun-jumblies,3.1,-1,Sport,5.10a,1,115,37.52751,-118.57443
"Nervous in Suburbia","Wall Street > Potash Road > Moab Area > Utah",https://www.mountainproject.com/route/105717502/nervous-in-suburbia,3.0,-1,Sport,5.10a,1,50,38.54669,-109.59961
Dihedrus,"Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105752839/dihedrus,3.0,-1,Sport,5.10b,1,75,38.63213,-105.22238
"Girls Only","Leda > Tennessee",https://www.mountainproject.com/route/105890340/girls-only,3.0,-1,Sport,5.10a,1,60,35.2356,-85.2265
"Hippie Dreams","Orange Oswald Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105992273/hippie-dreams,2.9,-1,Sport,5.7,1,75,38.2422,-80.83949
Oyster,"Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/105926850/oyster,3.0,-1,Sport,5.10a,1,80,34.17961,-85.8179
"PWB Arete","Hillbilly Routes > Hillbilly Hollow > Wisconsin",https://www.mountainproject.com/route/105982029/pwb-arete,3.0,-1,Sport,5.9,1,,43.9763,-89.5005
"Totally Flaked","Head Shop Wall > The Mohican > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/106263982/totally-flaked,3.2,-1,Sport,5.10b,1,,44.33171,-103.9001
"Hollow Man","North and West Faces > Challenge Buttress > Big Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105740249/hollow-man,3.0,-1,Sport,5.9,1,70,40.62207,-111.74571
"Arete Horizon","The Pond > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106401811/arete-horizon,3.0,-1,Sport,5.10a,1,75,33.3104,-111.06756
"Dr. Strangelove","Kubrick's > Rifle Mountain Park > Rifle > Colorado",https://www.mountainproject.com/route/107235965/dr-strangelove,3.0,-1,Sport,5.9,1,70,39.71606,-107.69077
"Miranda Rayne","The Shire > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106885726/miranda-rayne,3.0,-1,Sport,5.9,1,60,37.65214,-83.70995
"Child of Light","Great Wall of China > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105897046/child-of-light,3.0,-1,Sport,5.9,1,90,37.51637,-118.57089
"Mental As Anything","k. Hydroman Sector > Safe Harbor South > Safe Harbor > South Central PA > Pennsylvania",https://www.mountainproject.com/route/107375223/mental-as-anything,3.0,-1,Sport,5.9+,1,,39.92007,-76.37857
"First Normal Form","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105976438/first-normal-form,3.0,-1,Sport,5.9+,1,65,36.00881,-93.29549
Neptune,"Atlantis North Side > Atlantis > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/105979723/neptune,3.0,-1,Sport,5.10a,1,85,33.30561,-111.07634
"Private Property","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105977938/private-property,3.0,-1,Sport,5.10a,1,55,36.00881,-93.29549
"Dynabolt Gold","The Great Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106422472/dynabolt-gold,3.0,-1,Sport,5.10a,1,70,37.73288,-83.63751
"Short Circuit","Transformer Corridor > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105862525/short-circuit,3.0,-1,"Trad, Sport",5.10a,1,75,42.078,-113.71315
Phoenix,"(3) Phoenix > (m) Smith Rock Group > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105790327/phoenix,3.0,-1,Sport,5.10a,1,90,44.36399,-121.14633
"Southern Exposure","Hobo Jungle > San Francisco Peaks > Flagstaff Crags > Northern Arizona > Arizona",https://www.mountainproject.com/route/107673165/southern-exposure,3.0,-1,Sport,5.10,1,70,35.3899,-111.6138
"First Blood","Menses Prow > The Gallery > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105764676/first-blood,3.0,-1,Sport,5.8,1,70,38.6199,-105.2371
"May Day","(5) Old Tree Wall > Ozone > Southwest Cascades > Washington",https://www.mountainproject.com/route/107234517/may-day,3.0,-1,Sport,5.10b,1,80,45.5672,-122.2077
"The Luminosity","Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761157/the-luminosity,3.0,-1,Sport,5.9,1,85,40.0001,-105.4125
Chimichonga,"B. E.M.J. Wall > A. North Canyon > *Jackson Falls > Illinois",https://www.mountainproject.com/route/106964850/chimichonga,3.0,-1,Sport,5.8+,1,,37.50467,-88.68928
"Re-Thinking the Ethics","Ripple Wall > Red Rock Canyon Open Space > Colorado Springs > Colorado",https://www.mountainproject.com/route/106144580/re-thinking-the-ethics,3.0,-1,Sport,5.10a,1,45,38.8449,-104.881
Knuckleheads,"Pat and Jack Pinnacle > k. Cascade Area > Lower Merced River Canyon > Yosemite National Park > California",https://www.mountainproject.com/route/106346180/knuckleheads,3.0,-1,Sport,5.10,1,90,37.72406,-119.71395
"Sour Girl","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/106049194/sour-girl,3.0,-1,Sport,5.10b,1,35,36.00881,-93.29549
"Holey Moley","Raven Rocks North Face ""Power Block"" Area > Raven Rocks > Box Canyon East > New Jack City > High Desert > California",https://www.mountainproject.com/route/105922212/holey-moley,3.0,-1,Sport,5.10a,1,90,34.66528,-116.97734
"Reptiles and Amphetamines","World Wall > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105793829/reptiles-and-amphetamines,3.0,-1,Sport,5.9,1,,47.49883,-121.75525
"Subterranean Tango","Monolith > East Side > Pinnacles National Park > Central Coast > California",https://www.mountainproject.com/route/105952200/subterranean-tango,3.0,-1,Sport,"5.10a R",1,80,36.47327,-121.18668
"Kate Moss","Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760950/kate-moss,3.0,-1,Sport,5.10b,1,125,39.9966,-105.4147
Yoda,"Darth Vader > *Rumney > New Hampshire",https://www.mountainproject.com/route/105906879/yoda,3.0,-1,Sport,5.9,1,,43.80352,-71.8404
Mullah,"California Ridge > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/106388657/mullah,3.0,-1,Sport,5.10a,1,50,37.2261,-122.0991
"Fall Line","Morning Glory Spire > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741035/fall-line,3.0,-1,Sport,5.10b,1,90,42.08282,-113.72147
"Don't Feed The Monkey","Orangutan Wall > Left Fork > Maple Canyon > Utah",https://www.mountainproject.com/route/107144872/dont-feed-the-monkey,3.0,-1,Sport,5.7,1,95,39.5538,-111.6885
"Ticks Are For Kids","Lilly Bluff > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106165650/ticks-are-for-kids,3.0,-1,Sport,5.10a,1,60,36.1022,-84.7184
"Platinum Blonde","Hard Rock > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105742064/platinum-blonde,3.0,-1,Sport,5.10a,1,100,40.4507,-111.6717
Tese,"Witches' Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764685/tese,3.0,-1,Sport,5.10-,1,100,40.0022,-105.395
"The Perfect Crimb","Perfect Crimb Area > Barn Bluff (Red Wing) > Minnesota",https://www.mountainproject.com/route/105826069/the-perfect-crimb,3.0,-1,Sport,5.9,1,45,44.5696,-92.52273
Funkadelic,"Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105866459/funkadelic,3.0,-1,Sport,5.10b,1,95,37.8029,-83.5762
Zoe,"Zoe > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105910842/zoe,3.0,-1,Sport,5.10a,1,75,49.6445,-123.2081
Boschido,"King Pins > Sunshine Wall > Frenchman Coulee, AKA Vantage > Central Region > Washington",https://www.mountainproject.com/route/106935484/boschido,3.0,-1,Sport,5.10b,1,90,47.02297,-119.97362
Flexercise,"(c) Left of the Roof > Riverside Quarry > Inland Empire > California",https://www.mountainproject.com/route/105911490/flexercise,3.0,-1,Sport,5.10b,1,100,34.0169,-117.4166
"Ugly Stick","Winter Warmer Area > North Table Mountain/Golden Cliffs > Golden > Colorado",https://www.mountainproject.com/route/105816289/ugly-stick,3.0,-1,Sport,5.10a/b,1,110,39.7684,-105.218
"Phone Call From Satan","(e) Western Ship - River Face > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105803921/phone-call-from-satan,3.0,-1,Sport,5.9,1,95,44.367,-121.14277
"Duck Soup","Scud Wall > Sinks Canyon > Lander Area > Wyoming",https://www.mountainproject.com/route/105827358/duck-soup,3.0,-1,Sport,5.9,1,70,42.74191,-108.83072
Christine,"Stephen King Library > South Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106099081/christine,3.0,-1,Sport,5.10a,1,80,36.0947,-84.7083
"Lets Face It","(u) Red Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105821090/lets-face-it,3.0,-1,Sport,5.10b,1,,44.3696,-121.13916
"Bye Crackie","Coyote Crag > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/105805463/bye-crackie,2.9,-1,Sport,5.7,1,60,34.3078,-116.8781
"The Scepter","The Scepter > The Palace > Poudre Canyon > Fort Collins > Colorado",https://www.mountainproject.com/route/105911572/the-scepter,2.9,-1,Sport,5.10a,1,75,40.6923,-105.379
"Action Candy","Killer Cave > Sinks Canyon > Lander Area > Wyoming",https://www.mountainproject.com/route/105827646/action-candy,3.0,-1,Sport,5.10a,1,80,42.74193,-108.83178
"Carrots for Everyone","(5) Old Tree Wall > Ozone > Southwest Cascades > Washington",https://www.mountainproject.com/route/107029417/carrots-for-everyone,3.0,-1,Sport,5.10a,1,60,45.5672,-122.2077
"Shark's Breath","Sharks Fin > South Seas > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105714917/sharks-breath,3.0,-1,Sport,5.7,1,80,43.88628,-103.4668
"Mr. Fluffer's Wild Ride","Las Estrellas Main Wall > Las Estrellas Canyon > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/106177294/mr-fluffers-wild-ride,3.0,-1,Sport,5.9+,1,135,25.95042,-100.47577
"Shock and Awe","West Buttress - South > Castle Rock > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105811909/shock-and-awe,3.6,-1,Sport,5.10a,1,80,42.12441,-113.67193
"Pale Skinned Nebraskan (submitted as (Enter) Sandman)","Jabba Buttress > East  Animas > Durango > Colorado",https://www.mountainproject.com/route/106460520/pale-skinned-nebraskan-submitted-as-enter-sandman,3.3,-1,Sport,5.10a,1,70,37.31974,-107.83344
Ultraman,"Ultraman Wall > 03-First Pullout (Calico I) > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732638/ultraman,2.9,-1,Sport,"5.8+ R",1,130,36.15151,-115.43125
"Prehistoric Extermination","Land Before Time Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106968591/prehistoric-extermination,2.9,-1,Sport,5.8,1,50,37.72435,-83.63078
"Battalion of Saints","Battalion of Saints Wall > Big Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105989011/battalion-of-saints,3.0,-1,Sport,5.10a,1,60,40.63995,-111.69518
"Double Trouble","Christian Brothers - East Side > (l) Christian Brothers > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105793960/double-trouble,2.9,-1,Sport,5.10b,1,60,44.36598,-121.14688
"Giggling Marlin","Atlantis South Side > Atlantis > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106390228/giggling-marlin,2.9,-1,Sport,5.9,1,,33.30561,-111.07634
"Gangsta Lean","Dihedrals > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105843519/gangsta-lean,3.0,-1,Sport,5.8,1,100,37.52838,-118.57396
"Powder Keg","Motherlode Rock - North Face > Motherlode Rock > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/105930868/powder-keg,2.9,-1,Sport,5.10a,1,40,34.3088,-116.8782
"Caress of Steel","The Membrane > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105739949/caress-of-steel,2.9,-1,Sport,5.10a,1,,40.44666,-111.68668
"Kermit's Wad","Kermits Wall > Little Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105740690/kermits-wad,3.0,-1,"Sport, TR",5.10a,1,90,40.5738,-111.7549
"The Greatest Show on Earth","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105968393/the-greatest-show-on-earth,2.9,-1,Sport,5.8,1,,36.00881,-93.29549
"Flight Path","The Long Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107094773/flight-path,3.0,-1,Sport,5.10b,1,40,38.24137,-80.84379
